block_bytes,bytes_per_transfer,case_name,device_id,direction,dtype,gbps,iters,layers,mean_ms,measured_direction,num_cpu_blocks,num_gpu_blocks,p50_ms,p90_ms,p95_ms,p99_ms,pattern,selected_blocks,status,wall_mean_ms,warmup
4096,65536,worker_local_copy,0,h2d,float16,0.19618816016992446,3,1,0.3340466618537903,h2d,4096,4096,0.31373998522758484,0.36428400874137873,0.370602011680603,0.37565641403198247,random,8,pass,0.7653783541172743,1
4096,65536,worker_local_copy,0,d2h,float16,0.1643522304010045,3,1,0.3987533350785573,d2h,4096,4096,0.3007799983024597,0.5606200098991394,0.5931000113487244,0.6190840125083923,random,8,pass,0.8518067188560963,1
4096,65536,worker_local_copy,0,bidirectional,float16,0.18296264352947264,3,1,0.3581933379173279,bidirectional_d2h,4096,4096,0.30932000279426575,0.45159199833869934,0.46937599778175354,0.4836031973361969,random,8,pass,1.0934725869446993,1
4096,65536,worker_local_copy,0,bidirectional,float16,0.17189019203310807,3,1,0.3812666634718577,bidirectional_h2d,4096,4096,0.36664000153541565,0.4746559917926789,0.4881579905748368,0.49895958960056314,random,8,pass,1.0934725869446993,1
4096,131072,worker_local_copy,0,bidirectional,float16,0.1198676597519758,3,1,1.0934725869446993,bidirectional_combined_wall,4096,4096,1.0678221005946398,1.1726875323802235,1.1857957113534212,1.1962822545319793,random,8,pass,1.0934725869446993,1
